food,portion,units,gross_weight,net_weight,energy,carbs,clasification
Leche en polvo sabor vainilla,8,cucharada,56.0,56.0,187.0,32.0,LECHE CON AZUCAR
Leche fermentada con latobacilos,2 1/2,pieza,250.0,250.0,180.0,35.8,LECHE CON AZUCAR
Leche fermentada con latobacilos sabor naranja,2 1/2,pieza,250.0,250.0,185.0,40.0,LECHE CON AZUCAR
Leche fermentada con latobacilos sabor natural,2 1/2,pieza,250.0,250.0,208.0,35.8,LECHE CON AZUCAR
Leche fermentada con latobacilos sabor  vainilla,2 1/3,pieza,233.0,233.0,205.0,37.3,LECHE CON AZUCAR
Leche Lala saborizada,1 1/3,taza,312.0,312.0,207.0,34.9,LECHE CON AZUCAR
Leche Lala Vive con fribra saborizada,1,taza,240.0,240.0,167.0,29.9,LECHE CON AZUCAR
Leche malteada de chocolate,1,taza,240.0,240.0,202.0,26.2,LECHE CON AZUCAR
Leche malteada sabor chocolate,3/4,pieza,180.0,180.0,214.0,38.1,LECHE CON AZUCAR
Leche malteada sabor fresa,3/4,pieza,182.0,182.0,204.0,32.4,LECHE CON AZUCAR
Leche malteada sabor vainilla,3/4,pieza,180.0,180.0,202.0,32.0,LECHE CON AZUCAR
Leche semidescremada sabor chocolate,1,pieza,240.0,240.0,182.0,29.1,LECHE CON AZUCAR
Malteada de chocolate,2/3,taza,156.0,156.0,198.0,32.0,LECHE CON AZUCAR
Malteada de fresa,3/4,pieza,180.0,180.0,203.0,34.0,LECHE CON AZUCAR
Malteada de vainilla,1/2,pieza,130.0,130.0,192.0,25.4,LECHE CON AZUCAR
Nescafé Dolce Gusto late macchiato (1 cápsula de leche + 1 cápsula de cocoa,2,cápsula,50.0,50.0,182.0,18.2,LECHE CON AZUCAR
Nescafé Dolce Gusto caramel latte macchiato (1 cápsula de leche + 1 cápsula de cocoa,2,cápsula,42.0,42.0,157.0,20.1,LECHE CON AZUCAR
Nescafé Dolce Gusto Chococino (1 cápsula de leche + 1 cápsula de cocoa,1 1/2,cápsula,51.0,51.0,223.0,29.9,LECHE CON AZUCAR
PLF* con Lactobacillus casei Shirota,3,envase,240.0,240.0,165.0,38.1,LECHE CON AZUCAR
Queso petit Suisse,1 1/4,pieza,255.0,255.0,203.0,36.0,LECHE CON AZUCAR
Yoghur Activia de Ciruela Pasa,1 1/3,vasito,200.0,200.0,206.0,30.9,LECHE CON AZUCAR
Yoghur bebible sabor durazno,2,pieza,330.0,330.0,224.0,40.9,LECHE CON AZUCAR
Yoghur bebible sabor  fresa,2,pieza,330.0,330.0,224.0,40.9,LECHE CON AZUCAR
Yoghur bebible sabor piña colada,2,pieza,330.0,330.0,224.0,40.9,LECHE CON AZUCAR
Yoghur de café,3/4,taza,180.0,180.0,180.0,32.8,LECHE CON AZUCAR
Yoghur de fruta,3/4,taza,180.0,180.0,201.0,33.9,LECHE CON AZUCAR
Yoghur de vainilla,3/4,taza,180.0,180.0,201.0,33.9,LECHE CON AZUCAR
Yoghur Lala batido,1 1/2,pieza,188.0,188.0,182.0,30.0,LECHE CON AZUCAR
Yoghur Lala bebible frutas,1,pieza,250.0,250.0,195.0,20.0,LECHE CON AZUCAR
Yoghur Lala Vive con fibra,1 1/2,vasito,255.0,255.0,210.0,33.2,LECHE CON AZUCAR
Yoghur Lala Vive deslactosada,1,pieza,250.0,250.0,195.0,34.5,LECHE CON AZUCAR
Yoghur Lala Vive sin colesterol con Menoscol,1,pieza,250.0,250.0,185.0,37.3,LECHE CON AZUCAR
Yoghur para beber sabor fresa,1 1/4,pieza,313.0,313.0,216.0,37.5,LECHE CON AZUCAR
Yoghur de soya,1,taza,180.0,180.0,169.0,28.7,LECHE CON AZUCAR
ALF** fresa con lactobacillus casei Shirota,1.5,envase,159.0,159.0,96.0,17.1,LECHE DESCREMADA
ALF** mango con lactobacillus casei Shirota,1.5,envase,159.0,159.0,96.0,16.9,LECHE DESCREMADA
ALF** manzana con lactobacillus casei Shirota,1.5,envase,159.0,159.0,90.0,15.4,LECHE DESCREMADA
Leche Alpura Ligh Extra,1,taza,240.0,240.0,103.0,14.0,LECHE DESCREMADA
Leche de soya,1,taza,240.0,240.0,79.0,4.3,LECHE DESCREMADA
Leche descremada,1,taza,245.0,245.0,86.0,11.9,LECHE DESCREMADA
Leche descremada con chocolate,1,taza,240.0,240.0,77.0,12.5,LECHE DESCREMADA
Leche descremada en polvo,4,cucharada,30.0,30.0,109.0,15.6,LECHE DESCREMADA
"Leche descremada en polvo, recucida en Ca",4,cucharada,30.0,30.0,107.0,15.8,LECHE DESCREMADA
Leche en polvo descremada,4,cucharada,30.0,30.0,109.0,15.6,LECHE DESCREMADA
Leche evaporada descremada,1/2,taza,120.0,120.0,94.0,13.5,LECHE DESCREMADA
Leche evaporada semidescremada,1/2,taza,120.0,120.0,94.0,11.3,LECHE DESCREMADA
Leche Lala Extracalcio Light,1,taza,240.0,240.0,113.0,13.7,LECHE DESCREMADA
Leche Lala Light,1,taza,240.0,240.0,96.0,11.1,LECHE DESCREMADA
Leche Lala Siluette Plus,1,taza,240.0,240.0,83.0,13.6,LECHE DESCREMADA
Leche Lala Vive con fibra,1,taza,240.0,240.0,91.0,15.0,LECHE DESCREMADA
Leche Lala Vive Deslactosada ligth,1,taza,240.0,240.0,85.0,11.1,LECHE DESCREMADA
Leche light Extra,1,taza,240.0,240.0,103.0,14.0,LECHE DESCREMADA
Natilla Lala Siluette Plus,1,pieza,125.0,125.0,88.0,14.6,LECHE DESCREMADA
PLF* sin azúcar con Lactobacillus casie Chirota,2,envase,160.0,160.0,60.0,16.8,LECHE DESCREMADA
Vitalinez bebible,1,pieza,250.0,250.0,75.0,11.5,LECHE DESCREMADA
Vitalinea sólido,1,pieza,150.0,150.0,66.0,9.9,LECHE DESCREMADA
Yoghur bajo en grasa,1/3,taza,75.0,75.0,83.0,16.0,LECHE DESCREMADA
Yoghur Lala Light batido,1 1/2,pieza,188.0,188.0,90.0,14.4,LECHE DESCREMADA
Yoghur Lala Light bebible,1,pieza,250.0,250.0,85.0,13.0,LECHE DESCREMADA
Yoghur Lala Siluette Plus de fruta,1,pieza,250.0,250.0,85.0,13.0,LECHE DESCREMADA
Yoghur Lala Vive con fribra 0%,1,pieza,250.0,250.0,90.0,16.0,LECHE DESCREMADA
Yoghur light,3/4,taza,180.0,180.0,95.0,15.9,LECHE DESCREMADA
Yoghur light de fruta,3/4,taza,180.0,180.0,95.0,16.9,LECHE DESCREMADA
Yoghur para beber con fruta BAJA EN CALORIAS,1,pieza,250.0,250.0,80.0,14.0,LECHE DESCREMADA
,,,,,,,LECHE DESCREMADA
* PLF producto Lácteo Fermentado,,,,,,,LECHE DESCREMADA
** ALF Alimento Lácteo Fermentado,,,,,,,LECHE DESCREMADA
Activia natural,1,pieza,150.0,150.0,135.0,14.9,LECHE ENTERA
Activia natural bebible,1,pieza,250.0,250.0,170.0,19.9,LECHE ENTERA
Activia natural sólido,1,pieza,150.0,150.0,135.0,14.9,LECHE ENTERA
Jocoque,5,cucharada,75.0,75.0,126.0,2.9,LECHE ENTERA
Jcoque ligero,5,cucharada,75.0,75.0,126.0,2.9,LECHE ENTERA
Jocoque seco,5,cucharada,75.0,75.0,126.0,2.9,LECHE ENTERA
Leche,1,taza,240.0,240.0,148.0,11.2,LECHE ENTERA
Leche caliente,1,taza,240.0,240.0,148.0,11.2,LECHE ENTERA
Leche clavel,1/2,taza,120.0,120.0,150.0,11.3,LECHE ENTERA
Leche cruda ,1,taza,240.0,240.0,146.0,11.3,LECHE ENTERA
Leche de burra,1,taza,237.0,237.0,126.0,14.5,LECHE ENTERA
Leche de cabra,1,taza,240.0,240.0,165.0,10.7,LECHE ENTERA
Leche de vaca,1,taza,240.0,240.0,148.0,11.2,LECHE ENTERA
Leche en polvo,4,cucharada,32.0,32.0,159.0,12.3,LECHE ENTERA
Leche entera,1,taza,240.0,240.0,148.0,11.2,LECHE ENTERA
Leche entera baja en sodio,1,taza,240.0,240.0,147.0,10.7,LECHE ENTERA
Leche entera en polvo,4,cucharada,32.0,32.0,159.0,12.3,LECHE ENTERA
Leche entera en polvo adicionada,4,cucharada,32.0,32.0,159.0,12.3,LECHE ENTERA
Leche entera evaporada,1/2,taza,120.0,120.0,150.0,11.3,LECHE ENTERA
Leche entera ultrapasteurizada,1,taza,240.0,240.0,134.0,11.3,LECHE ENTERA
Lerche evaporada,1/2,taza,120.0,120.0,150.0,11.3,LECHE ENTERA
Leche fría,1,taza,240.0,240.0,148.0,11.2,LECHE ENTERA
Leche hervida,1,taza,240.0,240.0,163.0,12.5,LECHE ENTERA
Leche humana,1,taza,240.0,240.0,170.0,16.3,LECHE ENTERA
Leche Lala Desarrollo en polvo,2 1 /2,cucharada,33.0,33.0,150.0,18.3,LECHE ENTERA
Leche Lala Entera,1,taza,240.0,240.0,139.0,12.0,LECHE ENTERA
Leche Liconsa Te Nutre,4,cucharada,32.0,32.0,159.0,12.3,LECHE ENTERA
Leche materna,1,taza,240.0,240.0,170.0,16.3,LECHE ENTERA
Leche maternizada en polvo,2,cucharada,26.0,26.0,132.0,14.3,LECHE ENTERA
Leche omega verde,1,taza,240.0,240.0,120.0,11.5,LECHE ENTERA
Leche pasteurizada,1,taza,240.0,240.0,146.0,11.3,LECHE ENTERA
Leche preparada,1,taza,240.0,240.0,141.0,8.5,LECHE ENTERA
Yoghur,1,taza,227.0,227.0,139.0,10.6,LECHE ENTERA
Yoghur Lala batido,1,pieza,125.0,125.0,121.0,20.0,LECHE ENTERA
Yoghur Lala Vive con fibra,1,vasito,150.0,150.0,140.0,22.1,LECHE ENTERA
Yoghur natural,1,taza,227.0,227.0,139.0,10.6,LECHE ENTERA
ALF** natural con Lactobacillus casei Shirota,1.5,envase ,157.5,157.5,108.0,13.5,LECHE SEMIDESCREMADA
Leche evaporada semidescremada,1/2,taza,130.0,160.0,101.0,12.2,LECHE SEMIDESCREMADA
Leche fácil digestión,1,taza,240.0,240.0,109.0,11.2,LECHE SEMIDESCREMADA
Leche Lactium MX,1,taza,240.0,240.0,109.0,11.0,LECHE SEMIDESCREMADA
Leche Lala Extracalcio Deslactosada,1,taza,218.0,218.0,114.0,12.5,LECHE SEMIDESCREMADA
Leche Lala Extracalcio Semidescremada,1,taza,218.0,218.0,114.0,12.5,LECHE SEMIDESCREMADA
Leche Lala Semidescremada,1,taza,240.0,240.0,109.0,11.1,LECHE SEMIDESCREMADA
Leche Lala Vive Deslactosada semidescremada,1,taza,240.0,240.0,109.0,11.1,LECHE SEMIDESCREMADA
Leche Lala Vive sin colesterol con omega 3,1,taza,228.0,228.0,115.0,12.3,LECHE SEMIDESCREMADA
Leche semidescremada,1,taza,233.0,233.0,116.0,11.2,LECHE SEMIDESCREMADA
Leche semidescremada 1%,1,taza,244.0,244.0,102.0,11.7,LECHE SEMIDESCREMADA
Leche semidescremada 2%,1,taza,234.0,234.0,116.0,11.2,LECHE SEMIDESCREMADA
Licuado de leche Lala Siluette Plus,1,pieza,250.0,250.0,113.0,16.3,LECHE SEMIDESCREMADA
,,,,,,,LECHE SEMIDESCREMADA
** ALF Alimento Lácteo Fermentado,,,,,,,LECHE SEMIDESCREMADA
Alubia cocida (chica o grande),1/2,taza,90.0,90.0,124.0,22.5,LEGUMINOSAS
Alubia cruda (chica o grande),35,g,35.0,35.0,117.0,21.1,LEGUMINOSAS
Alubia enlatada guisada,1/3,taza,86.0,86.0,99.0,18.3,LEGUMINOSAS
Alubia germinada,1,taza,190.0,190.0,63.0,8.9,LEGUMINOSAS
Alverjón o chicharo  seco crudo,35,g,35.0,35.0,119.0,21.1,LEGUMINOSAS
Alverjón o chicharo  seco cocido,1/2,taza,98.0,98.0,116.0,20.7,LEGUMINOSAS
Chicharo germinado cocido,1/2,taza,103.0,103.0,100.0,17.5,LEGUMINOSAS
Frijol germinado cocido,1,taza,124.0,124.0,97.0,18.6,LEGUMINOSAS
Frijol germinado crudo,1 1/2,taza,156.0,156.0,105.0,20.4,LEGUMINOSAS
Frijol molido,1/3,taza,73.0,73.0,96.0,17.2,LEGUMINOSAS
Frijol promedio cocido,1/2,taza,86.0,86.0,114.0,20.4,LEGUMINOSAS
Frijol promedio crudo,35,g,35.0,35.0,119.0,21.8,LEGUMINOSAS
Frijoles enteros enlatados,1/2,taza,128.0,128.0,108.0,18.6,LEGUMINOSAS
"Frijoles refritos, caseros o enlatados",1/3,taza,75.0,75.0,95.0,11.3,LEGUMINOSAS
Gandul,40,g,40.0,40.0,118.0,22.7,LEGUMINOSAS
Garbanzo cocido,1/2,taza,82.0,82.0,135.0,22.5,LEGUMINOSAS
Garbanzo crudo,35,g,35.0,35.0,127.0,21.2,LEGUMINOSAS
Garbanzo enlatado,1/2,taza,120.0,120.0,143.0,27.2,LEGUMINOSAS
Haba seca cocida,1/2,taza,85.0,85.0,94.0,16.7,LEGUMINOSAS
Haba seca cruda,1/4,taza,38.0,38.0,128.0,21.9,LEGUMINOSAS
Harina de frijol,3,cucharada,33.0,33.0,110.0,19.4,LEGUMINOSAS
Harina de garbanzo,3,cucharada,33.0,33.0,117.0,18.7,LEGUMINOSAS
Harina de haba,3,cucharada,33.0,33.0,114.0,19.1,LEGUMINOSAS
Harina de lenteja,3,cucharada,33.0,33.0,108.0,18.5,LEGUMINOSAS
Harina de soya,4,cucharada,25.0,25.0,108.0,7.8,LEGUMINOSAS
Harina de soya baja en grasa,4,cucharada,25.0,25.0,91.0,7.5,LEGUMINOSAS
Harina de soya sin grasa,4,cucharada,22.0,22.0,81.0,7.9,LEGUMINOSAS
Hummus,5,cucharada,75.0,75.0,125.0,10.7,LEGUMINOSAS
Ibes o haba de lima cocida,1/2,taza,85.0,85.0,105.0,20.1,LEGUMINOSAS
Ibes o haba de lima cruda,90,g,90.0,90.0,102.0,18.2,LEGUMINOSAS
Lenteja cocida,1/2,taza,99.0,99.0,115.0,20.0,LEGUMINOSAS
Lenteja cruda,35,g,35.0,35.0,124.0,21.0,LEGUMINOSAS
Miso (soybean paste),60,g,60.0,60.0,120.0,15.9,LEGUMINOSAS
Soya cocida,1/3,taza,57.0,57.0,98.0,5.6,LEGUMINOSAS
Soya texturizada,30,g,30.0,30.0,95.0,11.7,LEGUMINOSAS
Acelga cruda,2,taza,120.0,98.0,22.0,4.3,VERDURAS
Acelga picada cocida,1/2,taza,72.0,72.0,19.0,3.9,VERDURAS
Alcachofa mediana cocida,1,pieza,120.0,48.0,25.0,5.7,VERDURAS
Apio cocido,3/4,taza,113.0,113.0,20.0,4.5,VERDURAS
Apio crudo,1 1/2,taza,152.0,135.0,22.0,4.0,VERDURAS
"Arúgula, cruda",4,taza,80.0,80.0,20.0,2.9,VERDURAS
Berenjena picada cocida,1,taza,99.0,99.0,35.0,8.6,VERDURAS
Berro crudo,2,taza,68.0,56.0,34.0,0.7,VERDURAS
Betabel crudo,1/4,pieza,43.0,39.0,19.0,4.3,VERDURAS
Betabel crudo rallado,1/4,taza,38.0,38.0,18.0,4.1,VERDURAS
Bledos crudos,150,g,150.0,95.0,27.0,3.8,VERDURAS
Brócoli cocido,1/2,taza,92.0,92.0,26.0,4.6,VERDURAS
Brócoli crudo,1,taza,88.0,71.0,19.0,3.7,VERDURAS
Calabacita alargada cruda,1,pieza,111.0,91.0,21.0,3.4,VERDURAS
Calabacita redonda cruda,1,pieza,100.0,79.0,18.0,2.9,VERDURAS
Calabacita de Castilla cocida,1/2,taza,110.0,110.0,22.0,5.4,VERDURAS
Cebolla blanca rebanada,1/2,taza,58.0,58.0,23.0,5.4,VERDURAS
Cebolla cocida,1/4,taza,53.0,53.0,23.0,5.3,VERDURAS
Cebolla morada rebanada,1/2,taza,58.0,58.0,20.0,4.4,VERDURAS
Cebollita de cambray sin raíz,3,pieza,75.0,72.0,23.0,5.3,VERDURAS
Cebollita en salmuera,1/2,taza,95.0,95.0,24.0,6.7,VERDURAS
Champiñon cocido entero,1/2,taza,78.0,78.0,20.0,3.2,VERDURAS
Champiñon cocido rebanado,1/2,taza,70.0,70.0,18.0,2.8,VERDURAS
Champiñon crudo entero,1,taza,96.0,93.0,20.0,3.1,VERDURAS
Champíñon crudo rebanado,1 1/2,taza,105.0,105.0,23.0,3.4,VERDURAS
Chayote cocido picado,1/2,taza,80.0,80.0,19.0,4.1,VERDURAS
Chayote crudo,1/2,pieza,102.0,100.0,19.0,4.5,VERDURAS
Chepil crudo,70,g,70.0,41.0,26.0,3.0,VERDURAS
Chícharo cocido sin vaina,1/4,taza,40.0,40.0,34.0,6.1,VERDURAS
Chicharo cocido con vaina,1/2,taza,73.0,28.0,22.0,4.0,VERDURAS
Chicharo en vaina cocido,1/3,taza,53.0,53.0,21.0,3.4,VERDURAS
Chicoria cruda,140,g,140.0,120.0,24.0,4.1,VERDURAS
Chalacas crudas,3,pieza,90.0,76.0,24.0,5.5,VERDURAS
Chilacayote crudo,150,g,150.0,135.0,19.0,3.6,VERDURAS
Chile chilaca,2,pieza,60.0,50.0,20.0,3.7,VERDURAS
Chile chipotle seco,2,pieza,10.0,8.0,29.0,4.8,VERDURAS
Chile costeño,4,pieza,64.0,54.0,17.0,3.9,VERDURAS
Chile cristalino,4,pieza,64.0,54.0,20.0,3.9,VERDURAS
Chile cuaresmeño,2,pieza,60.0,50.0,16.0,3.7,VERDURAS
Chile de árbol seco,4,pieza,8.0,7.0,21.0,4.3,VERDURAS
Chile habanero,5,pieza,80.0,67.0,25.0,3.6,VERDURAS
Chile jalapeño,6,pieza,90.0,78.0,23.0,4.6,VERDURAS
Chile poblano,1/2,pieza,40.0,32.0,15.0,3.3,VERDURAS
Chiles secos,10,g,10.0,7.0,23.0,4.3,VERDURAS
Cilantro picado crudo,2,taza,120.0,120.0,28.0,4.4,VERDURAS
Clavito (hongo) crudo,1,taza,75.0,71.0,28.0,3.8,VERDURAS
Col cocida picada,1/2,taza,75.0,75.0,17.0,4.1,VERDURAS
Col cruda picada,2,taza,140.0,112.0,27.0,6.0,VERDURAS
Col morada cruda picada,1,taza,70.0,56.0,17.0,4.1,VERDURAS
Colesita de Bruselas cocida,3,pieza,63.0,63.0,23.0,4.5,VERDURAS
Coliflor cocida,1,taza,125.0,125.0,28.0,5.1,VERDURAS
Coliflor cruda,2,taza,200.0,80.0,20.0,4.2,VERDURAS
Coliflor verde cocida,1/2,taza,68.0,68.0,22.0,4.2,VERDURAS
Coliflor verde cruda,2,taza,128.0,78.0,24.0,4.8,VERDURAS
Colinabo crudo,90,g,90.0,66.0,22.0,4.1,VERDURAS
Cozarón de alcachofa crudo,1,pieza,25.0,25.0,16.0,4.1,VERDURAS
Corazón de lechuga crudo,1,pieza,130.0,124.0,12.0,4.4,VERDURAS
Corazón de palmito crudo,3,pieza,99.0,99.0,27.0,4.5,VERDURAS
Cresón cocido,1,taza,135.0,135.0,31.0,5.2,VERDURAS
Cresón limpio crudo,2,taza,100.0,100.0,32.0,5.6,VERDURAS
Crucetas crudas,150,g,150.0,117.0,21.0,4.3,VERDURAS
Cuitlacoche cocido,1/3,taza,66.0,66.0,20.0,4.1,VERDURAS
Echalot,1,pieza,40.0,34.0,25.0,5.8,VERDURAS
Ejotes cocidos picados,1/2,taza,63.0,63.0,22.0,4.9,VERDURAS
Elotitos de cambray,8,pieza,64.0,64.0,26.0,4.3,VERDURAS
Envidia cruda,3,taza,150.0,129.0,22.0,4.3,VERDURAS
Espárragos crudos,6,pieza,90.0,90.0,22.0,3.8,VERDURAS
Espinaca cocida,1/2,taza,90.0,90.0,21.0,3.4,VERDURAS
Espinaca cruda picada,2,taza,120.0,120.0,28.0,4.4,VERDURAS
Flor de calabaza cocida,1,taza,134.0,134.0,20.0,4.4,VERDURAS
Flor de calabaza cruda picada,4,taza,132.0,132.0,20.0,4.4,VERDURAS
Flor de colorín cocida,1/2,taza,40.0,40.0,24.0,4.0,VERDURAS
Flor de colorín cruda,1,taza,40.0,40.0,24.0,4.0,VERDURAS
Flor de garambullo cruda,50,g,50.0,50.0,19.0,4.1,VERDURAS
Flor de maguey cruda,60,g,60.0,60.0,21.0,4.4,VERDURAS
Flor de Yuca cruda,75,g,75.0,75.0,29.0,4.5,VERDURAS
Germen de alfalfa cruda,3,taza,99.0,99.0,23.0,2.1,VERDURAS
Germen de lenteja crudo,1/4,taza,19.0,19.0,20.0,4.3,VERDURAS
Germen de soya cocidpo,1/3,taza,31.0,31.0,25.0,2.1,VERDURAS
Granos de elote crudos,2,cuchara,21.0,21.0,18.0,4.0,VERDURAS
Haba verde,4,pieza,32.0,32.0,23.0,3.7,VERDURAS
Hojas de amaranto cocidas,100,g,100.0,100.0,21.0,4.1,VERDURAS
Hojas de amaranto crudas,6,hojas,84.0,84.0,19.0,3.4,VERDURAS
Hojas de chicoria cruda,130,g,130.0,130.0,26.0,4.4,VERDURAS
Hojas de dientes de león,50,g,50.0,45.0,24.0,4.1,VERDURAS
Hojas de pata de paloma,30,g,30.0,25.0,20.0,4.2,VERDURAS
"Hojas de remolacha,  crudas",2,hojas,64.0,64.0,14.0,2.8,VERDURAS
"Hojas de remolacha, hervida",1/2,taza,72.0,72.0,19.0,3.9,VERDURAS
Hongos porrtobello crudo,1,pieza,84.0,81.0,21.0,4.1,VERDURAS
Hongos shiitake deshidratados,1,pieza,4.0,4.0,11.0,2.7,VERDURAS
Hongos crudos,1,taza,70.0,63.0,17.0,2.8,VERDURAS
Huanzontle,1/2,taza,40.0,40.0,24.0,4.8,VERDURAS
Huitlacoche cocido,1/3,taza,66.0,66.0,20.0,4.1,VERDURAS
Ibes frescos,30,g,30.0,17.0,22.0,3.6,VERDURAS
Jicama picada,1/2,taza,60.0,60.0,23.0,5.3,VERDURAS
Jitomate,120,g,120.0,113.0,20.0,4.4,VERDURAS
Jitomate bola,1,pieza,123.0,108.0,19.0,4.2,VERDURAS
Jitomate cereza,4,pieza,100.0,95.0,17.0,3.7,VERDURAS
Jitomate deshidratado,5,pieza,10.0,10.0,23.0,4.3,VERDURAS
Jitomate guaje o saladet,2,pieza,130.0,124.0,22.0,4.8,VERDURAS
Jitomate verde,1,pieza,123.0,123.0,28.0,6.3,VERDURAS
Jitomatillo (miltomate),70,g,70.0,60.0,21.0,4.3,VERDURAS
Jugo de tomate,1/2,taza,122.0,122.0,21.0,5.1,VERDURAS
Jugo de verduras,1/2,taza,121.0,121.0,23.0,5.5,VERDURAS
Jugo de zanahoria,1/4,taza,59.0,59.0,24.0,5.5,VERDURAS
Lechuga,3,taza,141.0,135.0,23.0,4.5,VERDURAS
Lengua de vaca,110,g,110.0,99.0,27.0,3.2,VERDURAS
Lenteja germinada cocida,1/4,taza,19.0,19.0,19.0,4.1,VERDURAS
Malva,100,g,100.0,85.0,34.0,3.3,VERDURAS
"Mezcla de verduras congeladas, cocidas sin sal",1/2,taza,46.0,46.0,30.0,4.6,VERDURAS
Morillas deshidratadas,10,g,10.0,10.0,27.0,4.4,VERDURAS
Morillas frescas,110,g,110.0,94.0,25.0,4.1,VERDURAS
Nabo cocido,150,g,150.0,99.0,22.0,5.0,VERDURAS
Nopal cocido,1,taza,149.0,149.0,22.0,4.9,VERDURAS
Nopal crudo,2,pieza,140.0,134.0,22.0,4.5,VERDURAS
Nopal crudo de cambray,4,pieza,100.0,100.0,27.0,2.9,VERDURAS
"Palmito, enlatado",1,pieza,33.0,33.0,30.0,1.5,VERDURAS
Papaloquite crudo,2,taza,120.0,108.0,24.0,3.1,VERDURAS
Papilla de verduras mixtas,1/3,frasco,43.0,43.0,19.0,4.1,VERDURAS
Pepinillos crudos,1/3,taza,80.0,80.0,23.0,3.3,VERDURAS
Pepinillos dulces,1,cuchara,15.0,15.0,20.0,5.3,VERDURAS
Pepino con cáscara rebanado,1,taza,104.0,104.0,16.0,3.8,VERDURAS
Perejil crudo picado,1,taza,60.0,60.0,22.0,3.8,VERDURAS
Pimiento amarillo crudo chico,1,pieza,75.0,64.0,17.0,4.0,VERDURAS
Pimiento cocido,1/2,taza,68.0,68.0,19.0,4.6,VERDURAS
Pimiento fresco,1,taza,60.0,60.0,17.0,3.8,VERDURAS
Pimiento rojo crudo chico,1,pieza,75.0,64.0,17.0,4.0,VERDURAS
Pimiento verde crudo chico,1,pieza,75.0,64.0,17.0,4.0,VERDURAS
Poro crudo,1/4,taza,40.0,32.0,21.0,4.5,VERDURAS
Puerro crudo,1/4,pieza,22.0,22.0,14.0,3.2,VERDURAS
Puerro hervido sin sal,1/2,pieza,62.0,62.0,19.0,4.7,VERDURAS
Puré de tomate enlatado,1/4,taza,63.0,63.0,24.0,5.6,VERDURAS
Quelite crudo,80,g,80.0,66.0,26.0,2.6,VERDURAS
Rábano crudo rebanado,1,taza,116.0,104.0,17.0,3.5,VERDURAS
Romerito crudo,120,g,120.0,72.0,26.0,3.5,VERDURAS
Salsa de chile,1/2,taza,115.0,115.0,28.0,5.2,VERDURAS
Salsifí,35,g,35.0,23.0,18.0,4.0,VERDURAS
Semilla de guaje verde,5,g,65.0,29.0,28.0,4.0,VERDURAS
Setas cocidas,1/2,taza,78.0,78.0,21.0,3.4,VERDURAS
Setas crudas,100,g,100.0,85.0,23.0,3.7,VERDURAS
Tomate verde,5,pieza,100.0,86.0,21.0,3.9,VERDURAS
Tomatitos (tomatiles),75,g,75.0,65.0,26.0,4.1,VERDURAS
Verdolaga cocida,1,taza,115.0,115.0,21.0,4.1,VERDURAS
Verdolaga cruda limpia,2,taza,192.0,192.0,31.0,6.6,VERDURAS
"Verdura (mexcla) congelada, cocida sin sal",1/2,taza,46.0,46.0,30.0,4.6,VERDURAS
Xoconostle,3,pieza,102.0,71.0,18.0,3.7,VERDURAS
Yemitas (hongos) crudas,2,taza,160.0,160.0,27.0,6.4,VERDURAS
Yerbamora cruda,50,g,50.0,41.0,21.0,3.6,VERDURAS
Zanahoria miniatura cruda,4,pieza,60.0,60.0,21.0,4.9,VERDURAS
Zanahoria picada cruda,1/2,taza,64.0,64.0,26.0,4.3,VERDURAS
Zanahoria rallada cruda,1/2,taza,55.0,55.0,23.0,4.1,VERDURAS
